Culture,Focal_Year,PBM_Data,Source,Source_Coverage_Years,Sub_Group,Full_Pinpoint information,Page_Nums,HRAF_Sources,SCCS_Sources,DPlace_Sources,Source_URL,My_Comments,
Uttar Pradesh (Gond),,0,"Opler, Morris E. 1959. The Place of Religion in a North Indian Village. Southwestern Journal of Anthropology 15 (3): 219-226.","1950, 1955-1956 (field date); 1950-1956 (total coverage)","Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,7,processed_nocode,1,0,https://ehrafworldcultures.yale.edu/document?id=aw19-011,,
Uttar Pradesh (Gond),,0,"Opler, Morris E. 1960. Recent Changes in Family Structure in an Indian Village. Anthropological Quarterly 33 (2): 93-97.","1950, 1955-1956 (field date); 1907-1957 (total coverage)","Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,4,processed_nocode,1,0,https://ehrafworldcultures.yale.edu/document?id=aw19-006,,
Uttar Pradesh (Gond),,1,"Opler, Morris E. and R. D. Singh. 1952. Economic and Social Change in a Village of North Central India. Human Organization II. 5-12.",1950 (field date); 1907-1950 (total coverage),"Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,7,processed_nocode,1,1,https://ehrafworldcultures.yale.edu/document?id=aw19-007,,
Uttar Pradesh (Gond),,1,"Opler, Morris E. and R. D. Singh. 1954. The Division of Labor in an Indian Village. In C. S. Coon (ed.), A Reader in General Anthropology, 464-496.",1950 (field date); 1900-1954 (total coverage),"Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,32,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=aw19-005,,
Uttar Pradesh (Gond),,0,"Opler, Morris E., & Singh, R. D. 1952. Two villages of eastern Uttar Pradesh (U.P.), India: an analysis of similarities and differences. American Anthropologist, Vol. 54, 179–190.",1900-1952 (total coverage),"Ramapur and Madhopur Villages, State of Uttar Pradesh, India",,11,S1,0,0,https://ehrafworldcultures.yale.edu/document?id=aw19-003,,
Uttar Pradesh (Gond),,0,"Opler, Morris E., and S. Shukla. 1969. The Son and Daughter in Eastern Uttar Pradesh Proverbs and Sayings. Anthropologist [Dehlil 2: 15-21.","1947, 1950, 1955-1956 (field dates)",Bhojpuri speaking region of Eastern Uttar Pradesh,,6,0,1,0,https://drive.google.com/file/d/1nw77DOd_CseV4CBfD6mRlF5ARmKT_sS2/view?usp=drive_link,,
Uttar Pradesh (Gond),,0,"Opler, Morris E. 1956. The Extensions of an Indian Village. Journal of Asian Studies 16. 5-10.",1955 (field dates); 1950-1956 (total coverage),"Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,5,processed_nocode,1,1,https://ehrafworldcultures.yale.edu/document?id=aw19-010,,
Uttar Pradesh (Gond),,0,"Reddy, N. S. 1955. Functional Relations of Lohars in a North Indian Village. In Rural Profiles. D. N. Majumdar, ed. pp. 1-12. Lucknow.",1954 (field date),"Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,12,0,1,0,https://archive.org/details/in.gov.ignca.5199,,
Uttar Pradesh (Gond),,0,"Reddy, N. S. 1956a. Rites and Customs Associated with Marriage in a North Indian Village, part 1. Eastern Anthropologist 9(2): 77-91",1954 (field date),"Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,9,0,1,0,https://drive.google.com/file/d/1fwO3vo2TlSMsYr-FewcwfmgotRL4zxx3/view?usp=drive_link,,
Uttar Pradesh (Gond),,0,"Reddy, N. S. 1956b. Rites and Customs Associated with Marriage in a North Indian Village, part 2. Eastern Anthropologist 9(3-4): 178-190.",1954 (field date),"Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,13,0,1,0,https://drive.google.com/file/d/1epC8D7Xy_-CoLe1x5A1Q5_iF0JBw_cRD/view?usp=drive_link,,
Uttar Pradesh (Gond),,0,"Rowe, William L. 1960. The Marriage Network and Structure Change in a North Indian Community. Southwestern Journal of Anthropology 16. 299-311.",1955-1957 (field dates),"Village of Senapur among the Noniya or Earth-workers caste in Jaunpur District of Eastern Uttar Pradesh, India",,12,0,1,1,https://www.jstor.org/stable/3629033,,
Uttar Pradesh (Gond),,0,"Rowe, William L. 1963. Changing Rural Class Structure and the Jajmani System. Human Organization 22(1): 41-44.",1955-1957 (field dates),"Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,3,0,1,0,https://www.jstor.org/stable/44124167,,
Uttar Pradesh (Gond),,0,"Simon, Sheldon R. 1966. Changes in Income, Consumption, and Investment in an Eastern Uttar Pradesh Village. Ph.D. Thesis, Cornell University.",1964-1965 (field date); 1954-1964 (total coverage),"Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,612,0,1,0,https://drive.google.com/file/d/1GDEyVpTD-Q7SDVrt3SiZ2ecGHtSlPRPF/view?usp=drive_link,,
Uttar Pradesh (Gond),,0,"Singh, Kailash Kumar. 1967. Patterns of Caste Tension: A study of intercaste tension and conflict. New York.",,"Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India",,132,0,1,0,https://drive.google.com/file/d/1EeQg2WrS36uNG2rBtL_JibuZ7KW0602V/view?usp=drive_link,,
Uttar Pradesh (Gond),,0,"Singh, Rudra Datt. 1962. Family Organisation in a North Indian Village. Ph. D. Thesis, Cornell University.",1952-1955 (field dates); mid-late 1800s-1962 (total coverage),"Village of Senapur, multicaste village in Jaunpur District of Eastern Uttar Pradesh, India, with specific focus on the Thakur caste",,356,0,1,0,https://drive.google.com/file/d/1wNMgjBBVdesLXTmQBSQYTBa8DAak1Od8/view?usp=drive_link,,
Uttar Pradesh (Gond),,0,"Yadava, J. P., A. N. Tiwari, and R. S. Singh. 1973. Village Leadership in Uttar Pradesh. Society and Culture [Calcutta] 4: 11-20.",,"Villages of Chakarpur and Sona, Kanpur District, Central Uttar Pradesh, India",,14,0,1,0,https://drive.google.com/file/d/1xfd9QBZK6leDqCmASlNHlb8M2v7aqWu9/view?usp=drive_link,,
Vedda,1860,,,,"Danigala Forest Hunting Group, Eastern Province, Sri Lanka","The Forest Vedda of east central Ceylon, located at about 7°30' to 8°N and 81°30'E, in 1860. […] The Vedda are divided into three groups: 1. The Forest Vedda (Wild or Rock Vedda), a few of which have continued their former pre-agricultural mode of life. 2. The village Vedda, who have become agricultural. 3. The Coast Vedda, who inhabit the east coast of Ceylon north of Batticaloa. […] Selection of Focus: There are several local groups of Forest Vedda but the one to which most travelers' reports primarily pertain is the Danigla Vedda of the Nilgala district, and priority should be given to this group when local differences in culture are reported. […] Time: The data of 1860 is selected as that of the first scientific report by Bailey. The Seligmanns, whose data are fuller, studied the same people but after they had largely lost their original hunting and gathering mode of life, which was still relatively undisturbed in Bailey's time. (White 2009, p. 102)",1202,,,,,,
Vedda,,1,"Bailey, John. 1863. An Account of the Wild Tribes of the Veddahs of Ceylon: Their Habits, Customs and Superstitions. Transactions of the Ethnological Society of London 2. 278-320.",1854 (field date); 1854-1863 (total coverage),"Forest dwelling Veddas, ancestors to Henebedda and Danigala Veddas, Sri Lanka",,42,S1,2,1,https://ehrafworldcultures.yale.edu/document?id=ax05-002,,
Vedda,,1,"Seligman, Charles, and Brenda Seligman. 1911. The Veddas. Cambridge: Cambridge University Press.",1907-1908 (field dates),"Three primary subgroups of Veddas: 1) Henebedda and Danigala Veddas, 2) Village Veddas, 3) Coast Veddas, Sri Lanka",,483,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=ax05-001,,
Vedda,,1,"Spittel, Richard. L. 1927. Wild Ceylon. Describing in Particular the Lives of the Present Day Veddas. Colombo: Colomba Book Centre.",1920 (field date),"Henebedda and Bingoda Veddas (Eastern & Uva Provinces, Sri Lanka) and Village Veddas of Bintenne (Uva Province, Sri Lanka)",,344,0,5,1,https://archive.org/details/wildceylondescri00spit,,
Vedda,,1,"Wijesekera, Nandadeva. 1964. Veddas in Transition. Colombo: M.D. Gunasena.","1937, 1945-1946 (field dates)",,,324,0,3,1,https://drive.google.com/file/d/15oSRkr4jpVMAb-3pEmaNqCP8ENHScXdj/view?usp=drive_link,,
Vedda,,0,"Ryan, Bryce, C. Aruloragasam, and C. Bible. 1949-1950. The Agricultural System of a Ceylon Village. Eastern Anthropologist 3: 151-160.",,,,9,0,3,0,https://search.proquest.com/openview/1a934a2aa62ddd023d36620cad266e7b/1?pq-origsite=gscholar&cbl=1817355&casa_token=3A53Jttr14QAAAAA:ME4Ws7peBB2jJQRrPUyvAsmFfSeh7kogGHLPfbNdUxoGJe5A_GQGXAy8wtcUjORxvHS15qmaqQ,,
Wadadokado (Northern Paiute),1870,,,,"Wadadika of Harney Valley, Burns, Oregon, United States","The Wadadika tribe as a whole, located between 43° and 44°N, 118° and 120°W, at about 1870. […] The Wadadika are a Shoshonean-speaking group of Northern Paiute in central Oregon, with their center near the town of Burns. They formerly occupied the Harney Valley, centering on Malheur and Harney Lakes and extending north to the headwaters of the Silvies and Silver Rivers, south to Catlow Valley, east along the basin of the Malheur River, and west to the vicinity of Wagontire. […] Selection of Focus: The tribe as a whole, being small, may be treated as a unit. The Wadadika were completely surrounded by other Northern Paiute local groups except in the northeast, where they bordered the Cayuse. […] Time: The date of 1870 is selected as just prior to the establishment of the reservation and only one year after white settlement began. Acculturation occurred later among the Northern Paiute than among most western Indians. (White 2009, p. 171)",544,,,,,,
Wadadokado (Northern Paiute),,1,"Kelly, Isabel. 1934. Ethnography of the Surprise Valley Paiute. In University of California publications. American archaeology and ethnology: Vol. v. 31 (Issue no. 3, pp. 67–210 , plates 17–32). University of California Press.",1930 (field date); 1870-1930 (total coverage),"Northern Paiute/Paviotso of Surprise Valley Paiute, northeasterrn California, United States",,15,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=nr13-001,"Same author, same group, same time period?",
Wadadokado (Northern Paiute),,0,"Kelly, Isabel. 1939. Southern Paiute Shamanism. Anthropological Records 2(4): 151-67.",1932-1934 (field dates),"Kaibab, Shivwits, Saint George, Gunlock, Paranigat, Moapa and Las Vegas subgroups of Southern Paiute",,16,0,2,0,https://digitalassets.lib.berkeley.edu/anthpubs/ucb/text/ucar002-005.pdf,,
Wadadokado (Northern Paiute),,0,"Park, Willard Z. 1934. Paviotso shamanism. American Anthropologist, N.s., Vol. 36, 98–113.",1933 (field date); 1933 (total coverage),"Northern Paiute/Paviotso of Pyramid Lake, Walker River, and Fallon reservations and in the small colonies at the towns of Reno, Yerington, and Loveloc in Western Nevada, U.S.A.",,15,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=nr13-005,"Same author, same group, same time period",
Wadadokado (Northern Paiute),,0,"Park, Willard Z. 1937. Paviotso polyandry. American Anthropologist, N.s., Vol. 39, 366–368",1933-1935 (field dates); 1933-1935 (total coverage),"Northern Paiute/Paviotso of Pyramid Lake, Walker River, and Fallon reservations and in the small colonies at the towns of Reno, Yerington, and Loveloc in Western Nevada, U.S.A.",,2,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=nr13-008,"Same author, same group, same time period",
Wadadokado (Northern Paiute),,0,"Park, Willard Z. 1938. Shamanism in Western North America. Northwestern University Studies in the Social Sciences 2.",1933-1935 (field dates); 1933-1935 (total coverage),"Northern Paiute/Paviotso of Pyramid Lake, Walker River, and Fallon reservations and in the small colonies at the towns of Reno, Yerington, and Loveloc in Western Nevada, U.S.A.",,79,processed_nocode,2,0,https://ehrafworldcultures.yale.edu/document?id=nr13-011,,
Wadadokado (Northern Paiute),,1,"Steward, Julian H. 1943. The Northern and Gosiute Shoshoni. Anthropological Records 8: 203-392.",1936 (field date); ~1850-1936 (total coverage),"Shoshoni and Gosiute Shoshoni of eastern Idaho and northern Utah, including the Shoshoni groups Tuka düka, Agai düka, Bohogue, Bannock (Northern Paiute speaking), Tuba düka, Hukündüka, and Pankwi düka (Idaho) and Gosuite groups from Skull Valley and Deep Creek (Utah)",,189,0,2,0,https://digitalassets.lib.berkeley.edu/anthpubs/ucb/text/ucar008-004.pdf,"Data was collected based on the Bannock Northern Paiute speaking culture, as it would seem as though this culture in particular is being referenced in comparison to the Wadadika Northern Paiute focal subgroup",
Wadadokado (Northern Paiute),,0,"Stewart, Omer C. 1937a. Northern Paiute Bands. Anthropological Records 2. 127-149.",1936 (field date); 1805-1936 (total coverage),"Northern Paiute bands of Hunipuitöka/Walapi, Yahuskin/Goyatöka, Wadatöka, Koa’aga’itǫ̈ka, Tagötöka, Tsösö’ödö tuviwarai, Kidütökadö, Aga’ipañinadökadö, Atsaküdökwa tuviwarai, Yamosöpö tuviwarai, Makuhadökadö/Pauida tuviwarai, Sawawaktödö (Sawakudökwa) tuviwarai, Kamödökadö, Wadadökadö, Tasiget tuviwarai, Kuyuidökadö, Küpadökadö, Toedökadö, Aga’idökadö, Pakwidökadö, and Tövusidökado",,22,0,2,1,https://archive.org/details/THENORTHERNPAIUTEBANDS,,
Wadadokado (Northern Paiute),,0,"Stewart, Omer C. 1937b. Northern Paiute polyandry. American Anthropologist, N.s., Vol. 39, 368–369.",1936 (field date); 1936 (total coverage),"Five Northern Paiute groups in Burns inOregon, and at Pyramid Lake (Nixon), McDermitt, Winnemucca, and Owyhee in Nevada",,11,0,0,0,https://ehrafworldcultures.yale.edu/document?id=nr13-009,"Same author, same group, same time period",
Wadadokado (Northern Paiute),,1,"Stewart, Omer C. 1941. Culture Element Distributions. XIV: Northern Paiute. Anthropological Records 4. 361-446. Berkeley: University of California Press.",1936 (field date); ~1860-1936 (total coverage),"Wada-dökadö near Malheur Lake, Oregon",,85,0,2,1,https://digitalassets.lib.berkeley.edu/anthpubs/ucb/text/ucar004-004.pdf,,
Wadadokado (Northern Paiute),,1,"Whiting, Beatrice B. 1950. Paiute Sorcery. (Viking Fund Publications in Anthropology.) New York: Viking Fund. 1-110pp.",1936-1938 (field dates); 1860-1938 (total coverage),"Northern Paiute of Harney Valley Paiute, Burns, Oregon, United States",,110,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=nr13-007,,
Warao (Warrau),1935,,,,"Winikina of the Orinoco Delta, Venezuela","The Warrau of the actual delta of the Orinoco, located form 8°30' to 9°50'N at 60°40' to 62°30'W, in 1935. […] Selection of Focus: Most of the early sources deal with the Warrau outside the delta in the Pomeroon region. Emphasis, however, should be given to the relatively untouched and unacculturated Warrau of the actual delta of the Orinoco River, who depend much less strongly on agriculture and more on gathering, hunting, and fishing. One such group is the Winikina subtribe of the Western Warrau studied by Wilbert. […] Coordinates: The aboriginal Warrau are reported to have extended from 7° to 10°N and from 60° to 63°W, i.e., appreciably beyond the actual delta of the Orinoco in all directions. The three villages studied by Wilbert were located at about 9°10'N and 61°5'W. (White 2009, p. 197)",1323,,,,,,
Warao,,0,"Hill, George W. 1956. Los Guarao del delta Amacuro. Translated for the HRAF files by Sydney Muirden",1954 (field dates); 1954 (total coverage),"Amacuro Delta, Venezuela",,128,processed_nocode,2,1,https://ehrafworldcultures.yale.edu/document?id=ss18-004,,
Warao,,1,"Kirchhoff, Paul. 1948. The Warrau. Handbook of South American Indians, Vol 3, 869-881.",1682-1945 (total coverage),"Orinoco Delta, Venezuela",,12,processed_nocode,4,1,https://repository.si.edu/handle/10088/34599,,
Warao,,0,"Suárez, Maria M. 1968. Los Warao. Translated for the HRAF files by Sydney Muirden",1963-1966 (field dates),"Orinoco Delta, Venezuela",,228,processed_nocode,2,1,https://ehrafworldcultures.yale.edu/document?id=ss18-031,,
Warao,,0,"Suárez, Maria M. 1971. Terminology, alliance and change in Warao society. In Nieuwe West-Indische Gids: Vol. 48 (pp. 56–122). Martinus Nijhoff.",1963-1968 (total coverage),"Orinoco Delta, Venezuela; Hoana, Moninoko and Hanakasi villages situated on the Sacupana River near the Mission of Guayo",,66,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-011,"Same author, same group, same time period",
Warao,,1,"Turrado Moreno, Angel. 1945. Etnographia de los Indios Guaranos. Translated into English by Sydney Muirden for HRAF.",1933-1934 (field dates); 19th c. - 1943 (total coverage),Winikina of the Orinoco Delta,,328,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=ss18-006,,
Warao,,0,"Wilbert, Johannes. 1958. Die soziale und politische Organisation der Warrau. Kolner Zeitschrift fur Soziologie und Sozialpsychologie, n. s. 10. 272-291.",1954 (1954 field dates),"Orinoco Delta, Venezuela",,19,processed_nocode,2,1,https://ehrafworldcultures.yale.edu/document?id=ss18-002,,
Warao,,0,"Wilbert, Johannes. 1964. Warao oral literature. (Monography / Instituto Caribe de Antropología y Sociología, Fundación La Salle de Ciencias Naturales, 9.) Caracas: Caracas: Ed. Sucre. 199pp.",1954 (field date); 1954 (total coverage),"Winikina, Orinoco Delta, Venezuela",,199,processed_nocode,2,1,https://ehrafworldcultures.yale.edu/document?id=ss18-005,,
Warao,,0,"Wilbert, Johannes. 1967. Secular and sacred functions of the fire among the Warao. Antropológica / Sociedad de Ciencias Naturales La Salle, Vol. 19, 3–23.",1954 (field date); 1954 (total coverage),"Orinoco Delta, Venezuela",,20,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-027,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1972a. The fishermen: the Warao of the Orinoco Delta. In Survivors of Eldorado; four Indian cultures of South America (pp. 65–115). Praeger Publishers.",1954-1970 (field dates); 1954-1970 (total coverage),"Orinoco Delta, Venezuela",,50,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-007,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1972b. Tobacco and shamanistic ecstasy among the Warao Indians of Venezuela. In flesh of the gods; the ritual use of hallucinogens (pp. 55–83). Praeger Publishers.",1954-1969 (field dates); 1954-1969 (total coverage),"Winikina, Orinoco Delta, Venezuela",,28,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-016,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1975a. Eschatology in a participatory universe: destinies of the soul among the Warao Indians of Venezuela. In death and the afterlife in pre-columbian america : a conference at dumbarton oaks, october 27th, 1973 (pp. 163–189). Dumbarton Oaks Research Library and Collections, Trustees for Harvard University.",1954-1969 (field dates); 1954-1969 (total coverage),"Orinoco Delta, Venezuela",,26,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-020,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1975b. The metaphoric snare: analysis of a Warao folktale. Journal of Latin American Lore, Vol. 1(no. 1), 7–17.",1954-1974 (field dates),"Orinoco Delta, Venezuela",,10,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-024,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1976a. MANICARIA SACCIFERA and its cultural significance among the Warao Indians of Venezuela. Botanical Museum Leaflets, Harvard University, Vol. 24(no. 10), 275–335 , plates LXVI – XCVIII.",1954-1975 (field dates),"Orinoco Delta, Venezuela",,60,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-032,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1976b. To become a maker of canoes: an essay in Warao enculturation. In enculturation in latin america : an anthology: Vol. v. 37 (pp. 303–358). UCLA Latin American Center Publications, University of California.",1954-1969 (field dates); 1954-1969 (total coverage),"Winikina, Orinoco Delta, Venezuela",,55,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-021,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1977a. Navigators of the winter sun. In The sea in the pre-columbian world: a conference at dumbarton oaks, october 26th and 27th, 1974 (pp. 16–46). Dumbarton Oaks Research Library and Collections, Trustees for Harvard University.",1954-1969 (field dates); 1954-1969 (total coverage),"Winikina, Orinoco Delta, Venezuela",,30,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-019,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1977b. The calabash of ruffled feathers. In Stones, bones and skin : ritual and shamanic art (pp. 58–61). Society for Art Publications.",1954-1969 (field dates),"Orinoco Delta, Venezuela",,3,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-022,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1979. Geography and telluric lore of the Orinoco Delta. Journal of Latin American Lore, Vol. 5, 129–150.",1954-1969 (field dates); 1954-1969 (total coverage),"Mariusa, Winikina, Arawabisi of Orinoco Delta, Venezuela",,21,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-017,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1980a. Genesis and demography of a Warao subtribe: the Winikina. In demographic and biological studies of the warao indians: Vol. 45 (pp. 13–47). UCLA Latin American Center Publications, University of California, Los Angeles.",1954 (field date); 1954 (total coverage),"Winikina, Orinoco Delta, Venezuela",,34,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-034,"Same author, same group, same time period",
Warao,,0,"Wilbert, Johannes. 1980b. The Warao Indians of the Orinoco Delta. In demographic and biological studies of the warao indians: Vol. 45 (pp. 3–9). UCLA Latin American Center Publications, University of California, Los Angeles.",1954-1974 (field dates); 1954-1974 (total coverage),"Orinoco Delta, Venezuela",,6,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ss18-033,"Same author, same group, same time period",
Wayuu (Goajiro),1947,,,,Entirety of Group,"The Goajiro as a whole, occupying the Goajira Peninsula in northern Colombia (11°30' to 12°20'N, 71° to 72°30'W), in 1947. […] Selection of Focus: No closer pinpointing is needed since the tribe, being nomadic, is culturally homogeneous. […] Time: The date of 1947 is selected as that of the beginning of the field work of the principal authorities. (White 2009, p. 194)",753,,,,,,
Wayuu (Goajiro),,1,"Armstrong, J. M., and Alfred Métraux. 1948. The Goajiro. Hanbook of South American Indians, vol 4. 369-383.",1874-1940s (total coverage),"La Guajira Peninsula, Colombia, South America",,14,processed_nocode,1a,1,https://repository.si.edu/handle/10088/34600,,
Wayuu (Goajiro),,1,"Bolinder, Gustaf. 1957a. Indians on Horseback. pp. 47-164. London.","1920, 1930s, 1955 (field dates); 1920-1955 (total coverage)","La Guajira Peninsula, Colombia and Venezuela, South America",,117,S2,3,0,https://ehrafworldcultures.yale.edu/document?id=sc13-007,,
Wayuu (Goajiro),,0,"Bolinder, Gustaf. 1957b. Verwandtschaftssystem der Goajiro. Zeitschrift für Ethnologie 82: 164-168.",,"La Guajira Peninsula, Colombia and Venezuela, South America",,4,0,3,0,https://www.jstor.org/stable/25840453,,
Wayuu (Goajiro),,1,"Gutierrez de Pineda, Virginia. 1948. Organizacion social en la Guajira. (Revista del Instituto Etnologico Nacional, 3.) 1-255pp. Translated for the HRAF files by Sydney Muirden",1947 (field date),"La Guajira Peninsula, Colombia, South America",,255,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=sc13-001,,
Wayuu (Goajiro),,0,"Pineda Giraldo, Roberto. 1950. Aspectos de la magia en la Guajira. Revista del Instituto Etnologico Nacional 3. 1-163. Translated for the HRAF files by Sydney Muirden",1947 (field date); 1947 (total coverage),"La Guajira Peninsula, Colombia, South America",,163,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=sc13-002,,
Wayuu (Goajiro),,0,"Santa Cruz, Antonio. 1941. Aspects of the Avunculate in Guajiro Culture. Primitive Man 14. 1-13.",1940 (field date); 1940 (total coverage),"La Guajira Peninsula, Colombia, South America",,13,S1,2,1,https://ehrafworldcultures.yale.edu/document?id=sc13-006,,
Wayuu (Goajiro),,0,"Santa Cruz, Antonio. 1960. Acquiring Status in Goajiro Society. Anthropological Quarterly 33: 115-127.",1958 (field date); 1958 (total coverage),"La Guajira Peninsula, Colombia and Venezuela, South America",,12,processed_nocode,3,0,https://ehrafworldcultures.yale.edu/document?id=sc13-009,,
Wayuu (Goajiro),,0,"Simons, F. A. A. 1885. An Exploration of the Goajira Peninsula. Proceedings of the Royal Geographical Societ n.s. 7: 781-796.",1882 (field date),"Colombian section of La Guajira Peninsula, South America",,15,0,3,0,https://www.jstor.org/stable/1800905,,
Wayuu (Goajiro),,0,"Stoll, A. J. 1970. A society of primitives in a changing world: The Guajiro Indians: kinship, property, social structure. Sociologus, 20(2):164-172.",1963-1970 (field dates),"La Guajira Peninsula, Colombia and Venezuela, South America",,9,0,3,1,https://www.jstor.org/stable/43644451,,
Wayuu (Goajiro),,1,"Watson-Franke, Maria Barbara. 1974a. A Woman’s Profession in Guajiro Culture: Weaving. Anthropológica (Caracas) 37: 24-40.",1972 (field date),"Calinatá area of Guajira, Venezuela",,16,0,3,0,https://drive.google.com/file/d/1VhOhNT4kuxfR32WPRhc03irD6MtBF30j/view?usp=drive_link,,
Wayuu (Goajiro),,0,"Watson-Franke, Maria Barbara. 1974b. Traditional educational concepts in the modern world: the case of the Guajiro Indians of Venezuela. Sociologus, 24(2):97-116.",1972 (field date),La Guajira Peninsula of northern Colombia and northwestern Venezuela,,20,0,3,1,https://www.jstor.org/stable/43644565?seq=1#metadata_info_tab_contents,,
Wayuu (Goajiro),,0,"Watson-Franke, Maria Barbara. 1975. Guajiro-Schamanen: Kolumbien und Venezuela. Ibero-Amerikanisches Archiv 70: 194-207.",1972 (field date),"Calinatá area of Guajira, Venezuela",,13,0,3,0,https://www.jstor.org/stable/40458705,,
Wayuu (Goajiro),,0,"Watson-Franke, Maria Barbara. 1976. To Learn for Tomorrow: Enculturation of Girls and Its Social Importance among the Guajiro of Venezuela. In Enculturation in Latin America: An Anthology. J. Wilbert, ed. pp. 191-211. Los Angeles.",1972 (field date),"Calinatá area of Guajira, Venezuela",,20,0,3,0,https://drive.google.com/file/d/12OzzfFk8ZMUL-o3BiU9XdZZhgOb_3PEb/view?usp=drive_link,,
Wayuu (Goajiro),,1,"Watson-Franke, Maria Barbara. 1987. Women and property in Guajiro society. Ethnos, Vol. 52(no. 1-2), 229–245","1972, 1977-1978 (field dates)",La Guajira Peninsula of northern Colombia and northwestern Venezuela,,16,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/cultures/sc13/documents/013,"Same author, same group, same time period",
Wayuu (Goajiro),,0,"Watson, Lawrence C. 1970. The Education of the Cacique in Guajiro Society and Its Functional Implications. Anthropological Quarterly 43: 23-38.",1964-1965 (field dates),"Venezuelan part of La Guajira Peninsula, northwest of Maracaibo",,15,0,3,0,https://www.jstor.org/stable/3316564,,
Wayuu (Goajiro),,0,"Watson, Lawrence C. 1972. Sexual Socialization in Guajiro Society. Ethnology 11: 150-156.",1964-1965 (field dates),La Guaiira Peninsula of northern Colombia and northwestern Venezuela,,6,0,3,0,https://www.jstor.org/stable/3773298,,
Wayuu (Goajiro),,0,"Watson, Lawrence C. 1973. Marriage and Sexual Adjustment in Guajiro Society. Ethnology 12: 153-62.",1964-1965 (field dates),La Guaiira Peninsula of northern Colombia and northwestern Venezuela,,9,processed_nocode,3,0,https://ehrafworldcultures.yale.edu/document?id=sc13-014,,
Wayuu (Goajiro),,0,"Watson, Lawrence C. 1981. Dreaming as world view and action in Guajiro culture. Journal of Latin American Lore, Vol. 7(no. 2), 239–254.",1964-1965 (field dates),"La Guajira Peninsula, Colombia and Venezuela, South America",,15,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=sc13-016,"Same author, same group, same time period",
Wayuu (Goajiro),,0,"Wilbert, Joannes. 1958. Kinship and Social Organization of the Yekuana and Goajiro. Southwestern Journal of Anthropology 14: 51-60.",1957 (field date),Venezuelan part of La Guajira Peninsula,,9,0,3,0,https://www.jstor.org/stable/3628842,Goajiro culture discussed between pages 57-60,
